ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
DM0662,Forced Requisition,Trap,,,"You can activate this card when you discard from your hand. After that, each time you discard from y",2.3,
DM0663,Forest,Spell,,,"All Insect, Beast, Plant, and Beast-Warrior monsters on the field gain 200 ATK/DEF.",1.4,
DM0664,Formation Union,Trap,,,Select and activate 1 of the following effects: ● Equip 1 Union Monster on your side of the field to,3.5,
DM0665,Fortress Whale,Monster (Ritual),2350,2150,"You can Ritual Summon this card with ""Fortress Whale's Oath"".",3.5,
DM0666,Fortress Whale's Oath,Spell,,,"This card is used to Ritual Summon ""Fortress Whale"". You must also Tribute monsters from your hand o",2.3,
DM0667,Fox Fire,Monster (Effect),300,200,"During the End Phase, if this card was destroyed by battle and sent to the Graveyard this turn and w",1.3,
DM0668,Freed the Brave Wanderer,Monster (Effect),1700,1200,Once per turn: You can banish 2 LIGHT monsters from your Graveyard to target 1 face-up monster on th,3.2,
DM0669,Freed the Matchless General,Monster (Effect),2300,1700,"Negate any Spell effects that target this card, and if you do, destroy that Spell Card. During your ",4.2,
DM0670,Freezing Beast,Monster (Effect),1500,1000,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to",2.5,
DM0671,Frenzied Panda,Monster (Normal),1200,1000,A savage beast that carries a big bamboo stick for beating down its enemies.,2.1,
DM0672,Frontier Wiseman,Monster (Effect),1600,800,"Negate any Spell effects that target a Warrior-Type monster you control, and if you do, destroy that",3.2,
DM0673,Frontline Base,Spell,,,Once per turn: You can Special Summon 1 Level 4 or lower Union monster from your hand.,3.5,
DM0674,Frozen Soul,Trap,,,You can only activate this card when your Life Points are at least 2000 lower than your opponent's. ,2.3,
DM0675,Fruits of Kozaky's Studies,Trap,,,Look at the top 3 cards of your Deck and return those cards to the top of the Deck in any order.,2.3,
DM0676,Fuh-Rin-Ka-Zan,Trap,,,"When there are face-up WIND, WATER, FIRE and EARTH monster(s) on the field: Apply 1 of these effects",3.5,
DM0677,Fuhma Shuriken,Spell,,,"Equip only to a ""Ninja"" monster. It gains 700 ATK. When this card is sent from the field to the Grav",3.5,
DM0678,Fulfillment of the Contract,Spell,,,"Activate this card by paying 800 LP, then target 1 Ritual Monster in your GY; Special Summon it and ",3.5,
DM0679,Fungi of the Musk,Monster (Normal),400,300,''Melts away anything that dares to stand before it.'',1.1,
DM0680,Fushi No Tori,Monster (Effect),1200,0,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of ,2.3,
DM0681,Fushioh Richie,Monster (Effect),2600,2900,This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand or,4.5,
DM0682,"Fusilier Dragon, the Dual-Mode Beast",Monster (Effect),2800,2000,"You can Normal Summon/Set this card without Tributing, but its original ATK and DEF become halved.",4.5,
DM0683,Fusion Gate,Spell,,,While this card is on the field: The turn player can Fusion Summon 1 Fusion Monster from their Extra,2.3,
DM0684,Fusion Sage,Spell,,,"Add 1 ""Polymerization"" from your Deck to your hand.",2.3,
DM0685,Fusion Sword Murasame Blade,Spell,,,"Equip only to a Warrior-Type monster. It gains 800 ATK. While equipped to a monster, this card canno",3.5,
DM0686,Fusion Weapon,Spell,,,Equip only to a Level 6 or lower Fusion Monster. The equipped monster gains 1500 ATK and DEF.,3.5,
DM0687,Fusionist,Monster (Fusion),900,700,"""Petit Angel"" + ""Mystical Sheep #2""",3.5,
DM0688,Gadget Soldier,Monster (Normal),1800,2000,A rust-free machine warrior born to battle.,3.3,
DM0689,Gagagigo,Monster (Normal),1850,1000,"This young evildoer used to have an evil heart, but by meeting a special person, he discovered justi",3.1,
DM0690,Gaia Power,Spell,,,All EARTH monsters gain 500 ATK and lose 400 DEF.,1.4,
DM0691,Gaia Soul the Combustible Collective,Monster (Effect),2000,0,Once per turn: You can Tribute up to 2 Pyro-Type monsters; this card gains 1000 ATK for each. If thi,4.5,
DM0692,Gaia The Fierce Knight,Monster (Normal),2300,2100,''A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned wit,2.5,
DM0693,Gaia the Dragon Champion,Monster (Fusion),2600,2100,"""Gaia The Fierce Knight"" + ""Curse of Dragon""",4.3,
DM0694,Gale Dogra,Monster (Effect),650,600,You can pay 3000 Life Points to send 1 monster from your Extra Deck to the Graveyard.,1.5,
DM0695,Gale Lizard,Monster (Effect),1400,700,FLIP: Target 1 monster your opponent controls; return that target to the hand.,2.5,
DM0696,Gamble,Trap,,,You can only activate this card when your opponent's hand is 6 or more cards and your hand is 2 or l,2.3,
DM0697,Gamma the Magnet Warrior,Monster (Normal),1500,1800,"Alpha, Beta, and Gamma meld as one to form a powerful monster.",3.1,
DM0698,Ganigumo,Monster (Normal),600,800,''A crab that binds its enemies with a sticky web and attacks them with its sharp claws.'',1.5,
DM0699,Garma Sword,Monster (Ritual),2550,2150,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Garma Sword Oath"".",4.1,
DM0700,Garma Sword Oath,Spell,,,"This card is used to Ritual Summon ""Garma Sword"". You must also Tribute monsters whose total Levels ",2.3,
DM0701,Garnecia Elefantis,Monster (Normal),2400,2000,A monster so heavy that each step rocks the earth.,3.1,
DM0702,Garoozis,Monster (Normal),1800,1500,An axe-swinging beast-warrior with the head of a dragon.,2.1,
DM0703,Garuda the Wind Spirit,Monster (Effect),1600,1200,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from ,3.2,
DM0704,Garvas,Monster (Normal),2000,1700,''A wicked beast that resembles a winged lion.'',3.3,
DM0705,Gate Deeg,Monster (Normal),700,800,''This weird monster has a portal in its belly that brings reinforcements from the farthest reaches ,1.5,
DM0706,Gate Guardian,Monster (Effect),3750,3400,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Sanga",5.1,
DM0707,Gatekeeper,Monster (Normal),1500,1800,An indestructible mechanoid created for the sole purpose of guarding the gateways.,2.1,
DM0708,Gather Your Mind,Spell,,,"Add 1 ""Gather Your Mind"" card from your Deck to your hand. Your Deck is then shuffled. You can only ",2.3,
DM0709,Gatling Dragon,Monster (Fusion),2600,1200,"""Barrel Dragon"" + ""Blowback Dragon""  Once per turn: You can toss a coin 3 times and destroy as many ",4.3,
DM0710,Gazelle the King of Mythical Beasts,Monster (Normal),1500,1200,This monster moves so fast that it looks like an illusion to mortal eyes.   (This card is always tre,2.3,
DM0711,Gear Golem the Moving Fortress,Monster (Effect),800,2200,"Once per turn, during your Main Phase 1: You can pay 800 Life Points; this card can attack your oppo",4.2,
DM0712,Gearfried the Iron Knight,Monster (Effect),1800,1600,If either player equips an Equip Card(s) to this card: Destroy that Equip Card(s).,3.3,
DM0713,Gearfried the Swordmaster,Monster (Effect),2600,2200,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Release Restraint"". Each time an Equip",4.5,
DM0714,Gemini Elf,Monster (Normal),1900,900,Elf twins that alternate their attacks.,4.3,
DM0715,Gemini Imps,Monster (Effect),1000,1000,"During either player's turn, when your opponent activates a Spell Card, Trap Card, or monster effect",2.2,
DM0716,Genin,Monster (Normal),600,900,''A creature that defeats its enemies using sleight-of-hand.'',1.5,
DM0717,Germ Infection,Spell,,,The ATK of a non Machine-Type monster equipped with this card is decreased by 300 points at each of ,3.5,
DM0718,Gernia,Monster (Effect),1300,1200,"During your next Standby Phase, after this face-up card you control was destroyed and sent to your G",2.3,
DM0719,Getsu Fuhma,Monster (Effect),1700,1200,"If this card battles a Fiend or Zombie-Type monster, destroy that monster at the end of the Damage S",3.2,
DM0720,Ghost Knight of Jackal,Monster (Effect),1700,1600,You can Special Summon an opponent's monster that is destroyed and sent to the Graveyard by this car,2.2,
DM0721,Ghoul with an Appetite,Monster (Normal),1600,1200,''A monster with a heavy appetite that has never been satisfied.'',2.5,
DM0722,Giant Axe Mummy,Monster (Effect),1700,2000,You can flip this card into face-down Defense Position once per turn during your Main Phase. If the ,3.5,
DM0723,Giant Flea,Monster (Normal),1500,1200,A massive flea that feeds on the blood of its enemies.,2.3,
DM0724,Giant Germ,Monster (Effect),1000,100,When this card is destroyed by battle and sent to the Graveyard: Inflict 500 damage to your opponent,2.2,
DM0725,Giant Mech-Soldier,Monster (Normal),1750,1900,This monster swings an earth-shaking axe that cannot be blocked by a common sword.,2.3,
DM0726,Giant Orc,Monster (Effect),2200,0,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase. You cannot c",5.1,
DM0727,Giant Rat,Monster (Effect),1400,1450,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH mons,2.5,
DM0728,Giant Red Seasnake,Monster (Normal),1800,800,A sea-dwelling snake that attacks passing enemies with its sharp teeth.,3.1,
DM0729,Giant Scorpion of the Tundra,Monster (Normal),1100,1000,"''An extraordinary blue scorpion found in the tundra, not in the desert.''",1.5,
DM0730,Giant Soldier of Stone,Monster (Normal),1300,2000,A giant warrior made of stone. A punch from this creature has earth-shaking results.,3.3,
DM0731,Giant Trunade,Spell,,,Return all Spell and Trap Cards on the field to the hand.,2.3,
DM0732,Giant Turtle Who Feeds on Flames,Monster (Normal),1400,1800,A crimson-shelled tortoise that feeds on flames.,2.1,
DM0733,Gift of The Mystical Elf,Trap,,,Increase your Life Points by 300 points for each monster on the field.,1.4,
DM0734,Gift of the Martyr,Spell,,,Send 1 monster on your side of the field to the Graveyard. Select 1 monster on your side of the fiel,1.4,
DM0735,Giga Gagagigo,Monster (Normal),2450,1500,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost ",4.1,
DM0736,Giga-Tech Wolf,Monster (Normal),1200,1400,An iron wolf with razor-sharp fangs that can penetrate any armor.,2.3,
DM0737,Gigantes,Monster (Effect),1900,1300,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH ,4.5,
DM0738,Giganto,Monster (Normal),1700,1800,A massive steel ball that mows down anything in its path.,2.1,
DM0739,Gigobyte,Monster (Normal),350,300,"He has a tranquil soul, but carries a destiny that one day his heart shall be tainted by evil....",1.1,
DM0740,Gil Garth,Monster (Normal),1800,1200,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,3.1,
DM0741,Gilasaurus,Monster (Effect),1400,400,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your ,2.5,
DM0742,Gilford the Lightning,Monster (Effect),2800,1400,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy ,4.5,
DM0743,Giltia the D. Knight,Monster (Fusion),1850,1500,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",3.1,
DM0744,Girochin Kuwagata,Monster (Normal),1700,1000,"Despite its small size, this monster has powerful jaws that can rip metal to shreds.",2.5,
DM0745,Goblin Attack Force,Monster (Effect),2300,0,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its batt",5.1,
DM0746,Goblin Calligrapher,Monster (Normal),400,400,"A Goblin who devotes himself to mastering perfect calligraphy of the word ""False"". He gives his all ",1.1,
DM0747,Goblin Fan,Trap,,,"When a Level 2 or lower monster is Flip Summoned, destroy it. Its effects do not activate at that ti",2.3,
DM0748,Goblin King,Monster (Effect),0,0,"While you control another Fiend-Type monster, this card cannot be attacked. The ATK and DEF of this ",1.3,
DM0749,Goblin Thief,Spell,,,Inflict 500 points of damage to your opponent's Life Points and increase your Life Points by 500 poi,1.4,
DM0750,Goblin Zombie,Monster (Effect),1100,1050,If this card inflicts battle damage to your opponent: Send the top card of their Deck to the GY. If ,2.2,
DM0751,Goblin of Greed,Monster (Effect),1000,1800,"As long as this card remains face-up on your side of the field, neither player can activate an effec",3.3,
DM0752,Goblin's Secret Remedy,Spell,,,Increase your Life Points by 600 points.,1.4,
DM0753,Goddess of Whim,Monster (Effect),950,700,"Once per turn: You can toss a coin and call Heads or Tails. If you call it right, double this card's",2.2,
DM0754,Goddess with the Third Eye,Monster (Effect),1200,1000,"You can substitute this card for any 1 Fusion Material Monster. When you do this, the other Fusion M",2.3,
DM0755,Gogiga Gagagigo,Monster (Normal),2950,2800,"His soul long-since collapsed, his body recklessly continues onward, driven by a lust for more power",4.3,
DM0756,Gokibore,Monster (Normal),1200,1400,"A large, spherical roach that attacks its enemies by rolling over them.",2.3,
DM0757,Golem Sentry,Monster (Effect),800,1800,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,3.3,
DM0758,Golgoil,Monster (Normal),900,1600,An iron giant that appears from a dimensional rift.,2.5,
DM0759,Good Goblin Housekeeping,Trap,,,"Draw cards equal to the number of ""Good Goblin Housekeeping"" cards in your Graveyard +1, then select",3.5,
DM0760,Gora Turtle,Monster (Effect),1100,1100,"As long as this card remains face-up on the field, monsters with an ATK equal to 1900 or more cannot",2.2,
DM0761,Gora Turtle of Illusion,Monster (Effect),1200,1400,Negate the effect of Spell and Trap Cards controlled by your opponent that target this face-up card ,2.5,
DM0762,Gorgon Egg,Monster (Normal),300,1300,''The gorgon egg's massive eyes are said to reflect the fate of its enemies.'',2.1,
DM0763,Gorgon's Eye,Trap,,,"Until the end of this turn, all effects of Defense Position monsters are negated.",3.5,
DM0764,Graceful Charity,Spell,,,"Draw 3 cards, then discard 2 cards.",5.1,
DM0765,Graceful Dice,Spell,,,"Roll a six-sided die. All monsters you currently control gain ATK/DEF equal to the result x 100, unt",3.5,
DM0766,Gradius,Monster (Normal),1200,800,A high-performance jet fighter with power capsules for variable attack capabilities.,2.1,
DM0767,Gradius' Option,Monster (Effect),0,0,This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by selecting 1,1.3,
DM0768,Granadora,Monster (Effect),1900,700,"When this monster is Normal Summoned, Flip Summoned or Special Summoned, increase your Life Points b",4.5,
DM0769,Grand Tiki Elder,Monster (Normal),1500,800,A masked monster that wields the most deadly of curses.,2.3,
