Nº	NOME	TIPO	ATRIBUTO	RAÇA/PROPRIEDADE	LV	ATK	DEF	ID	DESC
0597	Empress Judge	Monster (Fusion)	EARTH	Warrior	6	2100	1700	15237615	"Queen's Double" + "Hibikime"
0598	Empress Mantis	Monster (Normal)	WIND	Insect	6	2200	1400	58818411	Queen of an army of giant mantises whose command moves legions.
0599	Enchanted Javelin	Trap Card		Normal				96355986	Select 1 attacking monster. Gain Life Points equal to its ATK.
0600	Enchanting Fitting Room	Spell Card		Normal				30531525	Pay 800 LP; excavate the top 4 cards of your Deck and Special Summon all excavated Level 3 or lower Normal Monsters, also, after that, shuffle the rest back into your Deck.
0601	Enchanting Mermaid	Monster (Normal)	WATER	Fish	3	1200	900	75376965	A beautiful mermaid that lures voyagers to a watery grave.
0602	Enemy Controller	Spell Card		Quick-Play				98045062	Activate 1 of these effects. ● Target 1 face-up monster your opponent controls; change that target's battle position. ● Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.
0603	Energy Drain	Trap Card		Normal				56916805	Target 1 face-up monster you control; it gains 200 ATK/DEF for each card your opponent currently has in their hand, until the end of this turn.
0604	Enervating Mist	Trap Card		Continuous				26022485	Your opponent's hand size limit becomes 5.
0605	Enraged Battle Ox	Monster (Effect)	EARTH	Beast-Warrior	4	1700	1000	76909279	If a Beast, Beast-Warrior, or Winged Beast-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.
0606	Enraged Muka Muka	Monster (Effect)	EARTH	Rock	5	1200	600	91862578	This card gains 400 ATK and DEF for each card in your hand.
0607	Eradicating Aerosol	Spell Card		Normal				94716515	Destroy all Insect monsters on the field.
0608	Eria the Water Charmer	Monster (Effect)	WATER	Spellcaster	3	500	1500	74364659	FLIP: Target 1 face-up WATER monster your opponent controls; take control of that target while this card is face-up on the field.
0609	Eternal Drought	Spell Card		Normal				56606928	Destroy all face-up Fish-Type monsters on the field.
0610	Eternal Rest	Spell Card		Normal				95051344	Destroy all monsters equipped with Equip Cards.
0611	Exarion Universe	Monster (Effect)	DARK	Beast-Warrior	4	1800	1900	63749102	During your Battle Step, if this card attacks a Defense Position monster: You can make this card lose exactly 400 ATK, and if it does, it will inflict piercing battle damage. These effects last until the end of this turn.
0612	Exchange	Spell Card		Normal				5556668	Both players reveal their hands and add 1 card from each other's hand to their hand.
0613	Exchange of the Spirit	Trap Card		Normal				17484499	If both players have 15 or more cards in their Graveyards: Pay 1000 LP; each player swaps the cards in their Graveyard with the cards in their Deck, then shuffles their Deck. You can only activate 1 "Exchange of the Spirit" per Duel.
0614	Exhausting Spell	Trap Card		Normal				95451366	Remove all Spell Counters on both sides of the field.
0615	Exile of the Wicked	Spell Card		Normal				26725158	Destroy all Fiend monsters on the field.
0616	Exiled Force	Monster (Effect)	EARTH	Warrior	4	1000	1000	74131780	You can Tribute this card to target 1 monster on the field; destroy that target.
0617	Exodia Necross	Monster (Effect)	DARK	Spellcaster	4	1800	0	12600382	Cannot be Normal Summoned/Set. Must be Special Summoned with "Contract with Exodia", and cannot be Special Summoned by other ways. Cannot be destroyed by battle or Spell/Trap effect. Once per turn, during your Standby Phase: This card gains 500 ATK. Destroy this card unless all 5 of these cards are in your Graveyard - "Exodia the Forbidden One", "Right Arm of the Forbidden One", "Left Arm of the Forbidden One", "Right Leg of the Forbidden One" and "Left Leg of the Forbidden One".
0618	Exodia the Forbidden One	Monster (Effect)	DARK	Spellcaster	3	1000	1000	33396948	If you have "Right Leg of the Forbidden One", "Left Leg of the Forbidden One", "Right Arm of the Forbidden One" and "Left Arm of the Forbidden One" in addition to this card in your hand, you win the Duel.
0619	Eyearmor	Monster (Normal)	EARTH	Warrior	2	600	500	64511793	''This warrior transforms into various creatures to confuse enemies in battle.''
0620	Fairy Box	Trap Card		Continuous				21598948	When your opponent's monster declares an attack: Toss a coin and call it. If you call it right, the attacking monster's ATK becomes 0 until the end of the Battle Phase. During each of your Standby Phases, pay 500 Life Points or destroy this card.
0621	Fairy Dragon	Monster (Normal)	WIND	Dragon	4	1100	1200	20315854	This beautiful Dragon spirit harbors hidden strength.
0622	Fairy Guardian	Monster (Effect)	WIND	Fairy	3	1000	1000	22419772	Tribute this face-up card to return 1 Spell Card sent to your Graveyard by your opponent's card effect during this turn to the bottom of your Deck.
0623	Fairy King Truesdale	Monster (Effect)	WATER	Plant	6	2200	1500	45425051	While this card is in Defense Position, all Plant-Type monsters you control gain 500 ATK and DEF.
0624	Fairy Meteor Crush	Spell Card		Equip				97687912	If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.
0625	Fairy of the Fountain	Monster (Normal)	WATER	Aqua	4	1600	1100	81563416	''This fairy protects a fountain from any who seek to muddy its waters.''
0626	Fairy of the Spring	Spell Card		Normal				20188127	Target 1 Equip Spell Card in your Graveyard; add that target to your hand. That Equip Spell Card cannot be activated this turn.
0627	Fairy's Gift	Monster (Normal)	LIGHT	Spellcaster	4	1400	1000	68401546	This flying monster is known for delivering happiness to all.
0628	Fairy's Hand Mirror	Trap Card		Normal				17653779	When your opponent activates a Spell Card that targets exactly 1 monster (and no other cards) on the field: Target another card that would be an appropriate target; that Spell now targets the new target.
0629	Fairywitch	Monster (Normal)	DARK	Spellcaster	3	800	1000	37160778	Though destined to be a fairy, this creature chose the way of the witch instead.
0630	Faith Bird	Monster (Normal)	WIND	Winged Beast	4	1500	1100	75582395	This long-tailed bird blinds its enemies with mystical light.
0631	Fake Trap	Trap Card		Normal				3027001	Activate only when your opponent activates a Spell, Trap, or Effect Monster's effect that would destroy a Trap Card(s) you control. Destroy this card instead. (If the cards that would have been destroyed are face-down, you can look at them to confirm.)
0632	Falling Down	Spell Card		Equip				32919136	Activate this card by targeting an opponent's monster; equip this card to it. Take control of it. Destroy this card unless you control an "Archfiend" card. During each of your opponent's Standby Phases: You take 800 damage.
0633	Familiar Knight	Monster (Effect)	DARK	Warrior	3	1200	1400	89731911	When this card is destroyed by battle and sent to the Graveyard: Each player can Special Summon 1 Level 4 monster from their hand.
0634	Fatal Abacus	Trap Card		Continuous				77910045	Each time 1 monster is sent from the field to the Graveyard, inflict 500 points of damage per card to the respective card owner's Life Points.
0635	Fear from the Dark	Monster (Effect)	DARK	Zombie	4	1700	1500	34193084	When this card is sent from your hand or Deck to your Graveyard by an opponent's card effect: Special Summon this card.
0636	Fengsheng Mirror	Spell Card		Normal				37406863	Look at your opponent's hand. Select and discard 1 Spirit monster to the Graveyard if Spirit monsters exist in his/her hand.
0637	Fenrir	Monster (Effect)	WATER	Beast	4	1400	1200	218704	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 WATER monsters in your Graveyard. When this card destroys an opponent's monster as a result of battle, your opponent skips their next Draw Phase.
0638	Feral Imp	Monster (Normal)	DARK	Fiend	4	1300	1400	41392891	A playful little fiend that lurks in the dark, waiting to attack an unwary enemy.
0639	Fiber Jar	Monster (Effect)	EARTH	Plant	3	500	500	78706415	FLIP: Each player shuffles all cards from their hand, field, and Graveyard into the Deck, then draws 5 cards.
0640	Fiend Comedian	Trap Card		Normal				81172176	Toss a coin and call it. If you call it right, all your opponent's cards in the Graveyard are removed from play immediately. If you call it wrong, send a number of cards equal to the cards in your opponent's Graveyard from your Deck to your Graveyard.
0641	Fiend Kraken	Monster (Normal)	WATER	Aqua	4	1200	1400	77456781	A giant squid that drags its enemies to a watery grave.
0642	Fiend Reflection #1	Monster (Normal)	WIND	Winged Beast	4	1300	1400	68870276	This monster can draw its enemies into a mirror world that renders them helpless.
0643	Fiend Reflection #2	Monster (Normal)	LIGHT	Winged Beast	4	1100	1400	2863439	A bird-beast that summons reinforcements with a hand mirror.
0644	Fiend Scorpion	Monster (Normal)	EARTH	Insect	2	900	200	26566878	A huge scorpion inhabited by the soul of a fiend. Usually it holds back, but has untapped potential.
0645	Fiend Skull Dragon	Monster (Fusion)	WIND	Dragon	5	2000	1200	66235877	"Cave Dragon" + "Lesser Fiend"  (This card is always treated as an "Archfiend" card.)  A Fusion Summon of this card can only be done with the above Fusion Material Monsters. Negate the effects of Flip Effect Monsters. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap Card.
0646	Fiend Sword	Monster (Normal)	DARK	Warrior	4	1400	800	22855882	''Whoever resists the curse of this blade will gain untold power.''
0647	Fiend's Hand	Monster (Normal)	DARK	Zombie	2	600	600	52800428	''Arms that reach out from the Swamp of Chaos to drag down the unwary.''
0648	Fiend's Hand Mirror	Trap Card		Normal				58607704	Switch the opponent's Spell Card effect that targets 1 Spell or Trap Card to another correct target.
0649	Fiend's Mirror	Monster (Ritual)	DARK	Fiend	6	2100	1800	31890399	You can Ritual Summon this card with "Beastly Mirror Ritual".
0650	Fiend's Sanctuary	Spell Card		Normal				24874630	Special Summon 1 "Metal Fiend Token" (Fiend/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any battle damage you would have taken from battles involving it. Once per turn, during your Standby Phase, pay 1000 LP or destroy this Token.
0651	Final Attack Orders	Trap Card		Continuous				52503575	All face-up monsters on the field are changed to Attack Position and their battle positions cannot be changed.
0652	Final Countdown	Spell Card		Normal				95308449	Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1st turn), you win the Duel.
0653	Final Destiny	Spell Card		Normal				18591904	Discard 5 cards from your hand. Destroy all cards on the field.
0654	Final Flame	Spell Card		Normal				73134082	Inflict 600 points of damage to your opponent's Life Points.
0655	Final Ritual of the Ancients	Spell Card		Ritual				60369732	This card is used to Ritual Summon "Reshef the Dark Being". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
0656	Fire Darts	Trap Card		Normal				43061293	Activate only while you have no cards in your hand. Roll a six-sided die 3 times, and inflict damage to your opponent equal to the sum of the die rolls × 100.
0657	Fire Eye	Monster (Normal)	FIRE	Pyro	2	800	600	88435542	''An eye engulfed in flames that flaps its wings to create hot blasts of air.''
0658	Fire Kraken	Monster (Normal)	FIRE	Aqua	4	1600	1500	46534755	A squid that thrives on fire and heat.
0659	Fire Princess	Monster (Effect)	FIRE	Pyro	4	1300	1500	64752646	Each time you gain Life Points, inflict 500 damage to your opponent.
