ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
0726,Garnecia Elefantis,Monster (Normal),2400,2000,A monster so heavy that each step rocks the earth.,4.1,
0727,Garoozis,Monster (Normal),1800,1500,An axe-swinging beast-warrior with the head of a dragon.,3.1,
0728,Garuda the Wind Spirit,Monster (Effect),1600,1200,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from ,3.1,
0729,Garvas,Monster (Normal),2000,1700,''A wicked beast that resembles a winged lion.'',3.3,
0730,Gate Deeg,Monster (Normal),700,800,''This weird monster has a portal in its belly that brings reinforcements from the farthest reaches ,1.3,
0731,Gate Guardian,Monster (Effect),3750,3400,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Sanga",5.2,
0732,Gatekeeper,Monster (Normal),1500,1800,An indestructible mechanoid created for the sole purpose of guarding the gateways.,1.3,
0733,Gather Your Mind,Spell,,,"Add 1 ""Gather Your Mind"" card from your Deck to your hand. Your Deck is then shuffled. You can only ",2.3,
0734,Gatling Dragon,Monster (Fusion),2600,1200,"""Barrel Dragon"" + ""Blowback Dragon""  Once per turn: You can toss a coin 3 times and destroy as many ",4.3,
0735,Gazelle the King of Mythical Beasts,Monster (Normal),1500,1200,This monster moves so fast that it looks like an illusion to mortal eyes.   (This card is always tre,2.3,
0736,Gear Golem the Moving Fortress,Monster (Effect),800,2200,"Once per turn, during your Main Phase 1: You can pay 800 Life Points; this card can attack your oppo",2.1,
0737,Gearfried the Iron Knight,Monster (Effect),1800,1600,If either player equips an Equip Card(s) to this card: Destroy that Equip Card(s).,3.2,
0738,Gearfried the Swordmaster,Monster (Effect),2600,2200,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Release Restraint"". Each time an Equip",4.4,
0739,Gemini Elf,Monster (Normal),1900,900,Elf twins that alternate their attacks.,3.3,
0740,Gemini Imps,Monster (Effect),1000,1000,"During either player's turn, when your opponent activates a Spell Card, Trap Card, or monster effect",2.1,
0741,Genin,Monster (Normal),600,900,''A creature that defeats its enemies using sleight-of-hand.'',1.3,
0742,Germ Infection,Spell,,,The ATK of a non Machine-Type monster equipped with this card is decreased by 300 points at each of ,2.3,
0743,Gernia,Monster (Effect),1300,1200,"During your next Standby Phase, after this face-up card you control was destroyed and sent to your G",2.2,
0744,Getsu Fuhma,Monster (Effect),1700,1200,"If this card battles a Fiend or Zombie-Type monster, destroy that monster at the end of the Damage S",3.1,
0745,Ghost Knight of Jackal,Monster (Effect),1700,1600,You can Special Summon an opponent's monster that is destroyed and sent to the Graveyard by this car,2.1,
0746,Ghoul with an Appetite,Monster (Normal),1600,1200,''A monster with a heavy appetite that has never been satisfied.'',2.5,
0747,Giant Axe Mummy,Monster (Effect),1700,2000,You can flip this card into face-down Defense Position once per turn during your Main Phase. If the ,2.1,
0748,Giant Flea,Monster (Normal),1500,1200,A massive flea that feeds on the blood of its enemies.,2.3,
0749,Giant Germ,Monster (Effect),1000,100,When this card is destroyed by battle and sent to the Graveyard: Inflict 500 damage to your opponent,2.1,
0750,Giant Kozaky,Monster (Effect),2500,2400,"If there is no face-up ""Kozaky"" on the field, destroy this card. If this face-up card is destroyed, ",4.2,
0751,Giant Mech-Soldier,Monster (Normal),1750,1900,This monster swings an earth-shaking axe that cannot be blocked by a common sword.,1.5,
0752,Giant Orc,Monster (Effect),2200,0,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase. You cannot c",4.1,
0753,Giant Rat,Monster (Effect),1400,1450,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH mons,2.4,
0754,Giant Red Seasnake,Monster (Normal),1800,800,A sea-dwelling snake that attacks passing enemies with its sharp teeth.,3.1,
0755,Giant Scorpion of the Tundra,Monster (Normal),1100,1000,"''An extraordinary blue scorpion found in the tundra, not in the desert.''",1.5,
0756,Giant Soldier of Stone,Monster (Normal),1300,2000,A giant warrior made of stone. A punch from this creature has earth-shaking results.,2.1,
0757,Giant Trunade,Spell,,,Return all Spell and Trap Cards on the field to the hand.,2.3,
0758,Giant Turtle Who Feeds on Flames,Monster (Normal),1400,1800,A crimson-shelled tortoise that feeds on flames.,1.3,
0759,Gift of The Mystical Elf,Trap,,,Increase your Life Points by 300 points for each monster on the field.,1.4,
0760,Gift of the Martyr,Spell,,,Send 1 monster on your side of the field to the Graveyard. Select 1 monster on your side of the fiel,2.3,
0761,Giga Gagagigo,Monster (Normal),2450,1500,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost ",4.1,
0762,Giga-Tech Wolf,Monster (Normal),1200,1400,An iron wolf with razor-sharp fangs that can penetrate any armor.,2.1,
0763,Gigantes,Monster (Effect),1900,1300,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH ,3.4,
0764,Giganto,Monster (Normal),1700,1800,A massive steel ball that mows down anything in its path.,1.5,
0765,Gigobyte,Monster (Normal),350,300,"He has a tranquil soul, but carries a destiny that one day his heart shall be tainted by evil....",1.1,
0766,Gil Garth,Monster (Normal),1800,1200,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,3.1,
0767,Gilasaurus,Monster (Effect),1400,400,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your ,2.4,
0768,Gilford the Lightning,Monster (Effect),2800,1400,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy ,4.4,
0769,Giltia the D. Knight,Monster (Fusion),1850,1500,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",3.1,
0770,Girochin Kuwagata,Monster (Normal),1700,1000,"Despite its small size, this monster has powerful jaws that can rip metal to shreds.",2.5,
0771,Goblin Attack Force,Monster (Effect),2300,0,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its batt",4.1,
0772,Goblin Calligrapher,Monster (Normal),400,400,"A Goblin who devotes himself to mastering perfect calligraphy of the word ""False"". He gives his all ",1.1,
0773,Goblin Elite Attack Force,Monster (Effect),2200,1500,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its batt",4.1,
0774,Goblin Fan,Trap,,,"When a Level 2 or lower monster is Flip Summoned, destroy it. Its effects do not activate at that ti",2.3,
0775,Goblin King,Monster (Effect),0,0,"While you control another Fiend-Type monster, this card cannot be attacked. The ATK and DEF of this ",1.2,
0776,Goblin Thief,Spell,,,Inflict 500 points of damage to your opponent's Life Points and increase your Life Points by 500 poi,1.4,
0777,Goblin Zombie,Monster (Effect),1100,1050,If this card inflicts battle damage to your opponent: Send the top card of their Deck to the GY. If ,2.1,
0778,Goblin of Greed,Monster (Effect),1000,1800,"As long as this card remains face-up on your side of the field, neither player can activate an effec",2.1,
0779,Goblin's Secret Remedy,Spell,,,Increase your Life Points by 600 points.,1.4,
0780,Goddess of Whim,Monster (Effect),950,700,"Once per turn: You can toss a coin and call Heads or Tails. If you call it right, double this card's",2.1,
0781,Goddess with the Third Eye,Monster (Effect),1200,1000,"You can substitute this card for any 1 Fusion Material Monster. When you do this, the other Fusion M",2.2,
0782,Gogiga Gagagigo,Monster (Normal),2950,2800,"His soul long-since collapsed, his body recklessly continues onward, driven by a lust for more power",4.3,
0783,Gokibore,Monster (Normal),1200,1400,"A large, spherical roach that attacks its enemies by rolling over them.",2.1,
0784,Golem Sentry,Monster (Effect),800,1800,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,2.1,
0785,Golgoil,Monster (Normal),900,1600,An iron giant that appears from a dimensional rift.,1.5,
0786,Good Goblin Housekeeping,Trap,,,"Draw cards equal to the number of ""Good Goblin Housekeeping"" cards in your Graveyard +1, then select",2.3,
0787,Gora Turtle,Monster (Effect),1100,1100,"As long as this card remains face-up on the field, monsters with an ATK equal to 1900 or more cannot",2.1,
0788,Gora Turtle of Illusion,Monster (Effect),1200,1400,Negate the effect of Spell and Trap Cards controlled by your opponent that target this face-up card ,2.2,
0789,Gorgon Egg,Monster (Normal),300,1300,''The gorgon egg's massive eyes are said to reflect the fate of its enemies.'',1.1,
0790,Gorgon's Eye,Trap,,,"Until the end of this turn, all effects of Defense Position monsters are negated.",4.5,
0791,Graceful Charity,Spell,,,"Draw 3 cards, then discard 2 cards.",2.3,
0792,Graceful Dice,Spell,,,"Roll a six-sided die. All monsters you currently control gain ATK/DEF equal to the result x 100, unt",4.5,
0793,Gradius,Monster (Normal),1200,800,A high-performance jet fighter with power capsules for variable attack capabilities.,2.1,
0794,Gradius' Option,Monster (Effect),0,0,This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by selecting 1,1.2,
0795,Granadora,Monster (Effect),1900,700,"When this monster is Normal Summoned, Flip Summoned or Special Summoned, increase your Life Points b",3.4,
0796,Grand Tiki Elder,Monster (Normal),1500,800,A masked monster that wields the most deadly of curses.,2.3,
0797,Granmarg the Rock Monarch,Monster (Effect),2400,1000,If this card is Tribute Summoned: Target 1 Set card on the field; destroy that target.,4.2,
0798,Grappler,Monster (Normal),1300,1200,A devious snake with a thick body that wraps around an enemy monster and squeezes the life out of it,2.1,
0799,Grave Lure,Trap,,,"Turn the top card of your opponent's Deck face-up, then your opponent shuffles their Deck. When your",2.3,
0800,Grave Ohja,Monster (Effect),1600,1500,"While there is a face-down Defense Position monster(s) on your side of the field, no player can sele",3.1,
0801,Grave Protector,Monster (Effect),0,2000,Any monster destroyed by battle is shuffled into the Deck instead of going to the Graveyard.,1.2,
0802,Gravedigger Ghoul,Spell,,,Select up to 2 Monster Card(s) from your opponent's Graveyard. Remove the selected card(s) from play,2.3,
0803,Gravekeeper's Assailant,Monster (Effect),1500,1500,"When this card declares an attack while ""Necrovalley"" is on the field: You can target 1 face-up mons",2.4,
0804,Gravekeeper's Cannonholder,Monster (Effect),1400,1200,"You can Tribute 1 ""Gravekeeper's"" monster, except ""Gravekeeper's Cannonholder""; inflict 700 damage t",2.4,
0805,Gravekeeper's Chief,Monster (Effect),1900,1200,"You can only control 1 face-up ""Gravekeeper's Chief"". Your GY is unaffected by ""Necrovalley"". When t",3.4,
0806,Gravekeeper's Curse,Monster (Effect),800,800,If this card is Summoned: Inflict 500 damage to your opponent.,2.1,
0807,Gravekeeper's Guard,Monster (Effect),1000,1900,FLIP: Target 1 monster your opponent controls; return that target to the hand.,2.1,
0808,Gravekeeper's Servant,Spell,,,Your opponent must send 1 card from the top of their Deck to the Graveyard to declare an attack.,2.3,
0809,Gravekeeper's Spear Soldier,Monster (Effect),1500,1000,"If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",2.4,
0810,Gravekeeper's Spy,Monster (Effect),1200,2000,"FLIP: Special Summon 1 ""Gravekeeper's"" monster with 1500 or less ATK from your Deck.",2.2,
0811,Gravekeeper's Vassal,Monster (Effect),700,500,Any battle damage this card inflicts to your opponent is treated as effect damage instead.,1.4,
0812,Gravekeeper's Watcher,Monster (Effect),1000,1000,"During either player's turn, when your opponent activates a Spell/Trap Card or monster effect that c",2.1,
0813,Graverobber,Trap,,,Select 1 Spell Card from your opponent's Graveyard. You can use it as your hand until the end of the,2.3,
0814,Graverobber's Retribution,Trap,,,"During each of your Standby Phases, inflict 100 points of damage to your opponent's Life Points for ",2.3,
0815,Graveyard and the Hand of Invitation,Monster (Normal),700,900,''A graveyard that serves as a power source for zombies.'',1.3,
0816,Gravity Axe - Grarl,Spell,,,The equipped monster gains 500 ATK. Monsters your opponent controls cannot change their battle posit,4.5,
0817,Gravity Bind,Trap,,,Level 4 or higher monsters cannot attack.,2.3,
0818,Gray Wing,Monster (Effect),1300,700,Discard 1 card from your hand during your Main Phase 1. This monster can attack twice during the Bat,2.2,
0819,Great Angus,Monster (Normal),1800,600,"A very violent beast, it is always berserk. People say that they have never seen it silent.",3.1,
0820,Great Bill,Monster (Normal),1250,1300,Nothing escapes from this beast's massive mouth.,2.1,
0821,Great Dezard,Monster (Effect),1900,2300,"When this monster destroys the following number of monsters as a result of battle, the following eff",3.4,
0822,Great Long Nose,Monster (Effect),1900,1700,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of ,3.4,
0823,Great Maju Garzett,Monster (Effect),0,0,The ATK of this card becomes twice the original ATK of 1 monster that you Tributed for the Tribute S,1.2,
0824,Great Mammoth of Goldfine,Monster (Fusion),2200,1800,"""The Snake Hair"" + ""Dragon Zombie""",3.5,
0825,Great Moth,Monster (Effect),2600,2500,"This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing """,4.4,
0826,Great Phantom Thief,Monster (Effect),1000,1000,If this card inflicts battle damage to your opponent: Declare 1 card name; look at your opponent's h,2.1,
0827,Great White,Monster (Normal),1600,800,A giant white shark with razor-sharp teeth.,2.5,
0828,Greed,Trap,,,"Each time a player draws cards because of a card effect, they take 500 damage during the End Phase f",2.3,
0829,Green Gadget,Monster (Effect),1400,600,"When this card is Normal or Special Summoned: You can add 1 ""Red Gadget"" from your Deck to your hand",2.4,
